TREATMENT_MONTH,GEOGRAPHY_CODE,GEOGRAPHY_NAME,AGE,TREATMENT_CHARGE_BAND,VALUE,STATUS
202308,QT6,Cornwall and the Isles Of Scilly ICB,Adult,Band 2b,803,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Adult,Band 2c,75,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Adult,Band 3,802,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Adult,Other,88,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Adult,Urgent Treatment,2794,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 1,13311,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 2,29,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 2a,4243,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 2b,1111,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 2c,86,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Band 3,839,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Other,94,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,All,Urgent Treatment,3099,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 1,6095,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 2,4,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 2a,1197,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 2b,308,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 2c,11,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Band 3,37,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Other,6,Final
202308,QT6,Cornwall and the Isles Of Scilly ICB,Child,Urgent Treatment,305,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 1,29643,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 2,37,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 2a,8958,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 2b,2564,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 2c,169,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Band 3,2288,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Other,109,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Adult,Urgent Treatment,6378,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 1,57137,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 2,59,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 2a,13941,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 2b,4239,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 2c,192,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Band 3,2468,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Other,114,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",All,Urgent Treatment,7678,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 1,27494,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 2,22,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 2a,4983,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 2b,1675,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 2c,23,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Band 3,180,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Other,5,Final
202308,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",Child,Urgent Treatment,1300,Final
202308,QUA,Black Country ICB,Adult,Band 1,21793,Final
202308,QUA,Black Country ICB,Adult,Band 2,41,Final
202308,QUA,Black Country ICB,Adult,Band 2a,9339,Final
202308,QUA,Black Country ICB,Adult,Band 2b,3352,Final
202308,QUA,Black Country ICB,Adult,Band 2c,140,Final
202308,QUA,Black Country ICB,Adult,Band 3,3338,Final
202308,QUA,Black Country ICB,Adult,Other,261,Final
202308,QUA,Black Country ICB,Adult,Urgent Treatment,5745,Final
202308,QUA,Black Country ICB,All,Band 1,40337,Final
202308,QUA,Black Country ICB,All,Band 2,61,Final
202308,QUA,Black Country ICB,All,Band 2a,13694,Final
202308,QUA,Black Country ICB,All,Band 2b,5010,Final
202308,QUA,Black Country ICB,All,Band 2c,164,Final
202308,QUA,Black Country ICB,All,Band 3,3486,Final
202308,QUA,Black Country ICB,All,Other,267,Final
202308,QUA,Black Country ICB,All,Urgent Treatment,6718,Final
202308,QUA,Black Country ICB,Child,Band 1,18544,Final
202308,QUA,Black Country ICB,Child,Band 2,20,Final
202308,QUA,Black Country ICB,Child,Band 2a,4355,Final
202308,QUA,Black Country ICB,Child,Band 2b,1658,Final
202308,QUA,Black Country ICB,Child,Band 2c,24,Final
202308,QUA,Black Country ICB,Child,Band 3,148,Final
202308,QUA,Black Country ICB,Child,Other,6,Final
202308,QUA,Black Country ICB,Child,Urgent Treatment,973,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 1,12664,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 2,28,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 2a,3530,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 2b,845,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 2c,64,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Band 3,748,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Other,52,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Adult,Urgent Treatment,2525,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 1,25260,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 2,32,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 2a,5850,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 2b,1603,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 2c,70,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Band 3,834,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Other,59,Final
202308,QUE,Cambridgeshire and Peterborough ICB,All,Urgent Treatment,3089,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 1,12596,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 2,4,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 2a,2320,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 2b,758,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 2c,6,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Band 3,86,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Other,7,Final
202308,QUE,Cambridgeshire and Peterborough ICB,Child,Urgent Treatment,564,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 1,17214,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 2,52,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 2a,5581,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 2b,1211,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 2c,149,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Band 3,1119,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Other,96,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Adult,Urgent Treatment,3968,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 1,29909,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 2,59,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 2a,7563,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 2b,1710,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 2c,164,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Band 3,1195,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Other,99,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",All,Urgent Treatment,4581,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 1,12695,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 2,7,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 2a,1982,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 2b,499,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 2c,15,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Band 3,76,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Other,3,Final
202308,QUY,"Bristol, North Somerset and South Gloucestershire ICB",Child,Urgent Treatment,613,Final
202308,QVV,Dorset ICB,Adult,Band 1,14100,Final
202308,QVV,Dorset ICB,Adult,Band 2,39,Final
202308,QVV,Dorset ICB,Adult,Band 2a,4711,Final
202308,QVV,Dorset ICB,Adult,Band 2b,1347,Final
202308,QVV,Dorset ICB,Adult,Band 2c,85,Final
202308,QVV,Dorset ICB,Adult,Band 3,1067,Final
202308,QVV,Dorset ICB,Adult,Other,122,Final
202308,QVV,Dorset ICB,Adult,Urgent Treatment,3125,Final
202308,QVV,Dorset ICB,All,Band 1,24044,Final
202308,QVV,Dorset ICB,All,Band 2,79,Final
202308,QVV,Dorset ICB,All,Band 2a,6531,Final
202308,QVV,Dorset ICB,All,Band 2b,1765,Final
202308,QVV,Dorset ICB,All,Band 2c,91,Final
202308,QVV,Dorset ICB,All,Band 3,1146,Final
202308,QVV,Dorset ICB,All,Other,124,Final
202308,QVV,Dorset ICB,All,Urgent Treatment,3502,Final
202308,QVV,Dorset ICB,Child,Band 1,9944,Final
202308,QVV,Dorset ICB,Child,Band 2,40,Final
202308,QVV,Dorset ICB,Child,Band 2a,1820,Final
202308,QVV,Dorset ICB,Child,Band 2b,418,Final
202308,QVV,Dorset ICB,Child,Band 2c,6,Final
202308,QVV,Dorset ICB,Child,Band 3,79,Final
202308,QVV,Dorset ICB,Child,Other,2,Final
202308,QVV,Dorset ICB,Child,Urgent Treatment,377,Final
202308,QWE,South West London ICB,Adult,Band 1,20454,Final
202308,QWE,South West London ICB,Adult,Band 2,22,Final
202308,QWE,South West London ICB,Adult,Band 2a,8234,Final
202308,QWE,South West London ICB,Adult,Band 2b,2511,Final
202308,QWE,South West London ICB,Adult,Band 2c,329,Final
202308,QWE,South West London ICB,Adult,Band 3,3099,Final
202308,QWE,South West London ICB,Adult,Other,98,Final
202308,QWE,South West London ICB,Adult,Urgent Treatment,7258,Final
202308,QWE,South West London ICB,All,Band 1,37835,Final
202308,QWE,South West London ICB,All,Band 2,30,Final
202308,QWE,South West London ICB,All,Band 2a,12974,Final
202308,QWE,South West London ICB,All,Band 2b,4600,Final
202308,QWE,South West London ICB,All,Band 2c,361,Final
202308,QWE,South West London ICB,All,Band 3,3406,Final
202308,QWE,South West London ICB,All,Other,99,Final
202308,QWE,South West London ICB,All,Urgent Treatment,8344,Final
202308,QWE,South West London ICB,Child,Band 1,17381,Final
202308,QWE,South West London ICB,Child,Band 2,8,Final
202308,QWE,South West London ICB,Child,Band 2a,4740,Final
202308,QWE,South West London ICB,Child,Band 2b,2089,Final
202308,QWE,South West London ICB,Child,Band 2c,32,Final
202308,QWE,South West London ICB,Child,Band 3,307,Final
202308,QWE,South West London ICB,Child,Other,1,Final
202308,QWE,South West London ICB,Child,Urgent Treatment,1086,Final
202308,QWO,West Yorkshire ICB,Adult,Band 1,49372,Final
202308,QWO,West Yorkshire ICB,Adult,Band 2,79,Final
202308,QWO,West Yorkshire ICB,Adult,Band 2a,19934,Final
202308,QWO,West Yorkshire ICB,Adult,Band 2b,4824,Final
202308,QWO,West Yorkshire ICB,Adult,Band 2c,346,Final
202308,QWO,West Yorkshire ICB,Adult,Band 3,4152,Final
202308,QWO,West Yorkshire ICB,Adult,Other,490,Final
202308,QWO,West Yorkshire ICB,Adult,Urgent Treatment,12172,Final
202308,QWO,West Yorkshire ICB,All,Band 1,91014,Final
202308,QWO,West Yorkshire ICB,All,Band 2,138,Final
202308,QWO,West Yorkshire ICB,All,Band 2a,28600,Final
202308,QWO,West Yorkshire ICB,All,Band 2b,8349,Final
202308,QWO,West Yorkshire ICB,All,Band 2c,393,Final
202308,QWO,West Yorkshire ICB,All,Band 3,4348,Final
202308,QWO,West Yorkshire ICB,All,Other,495,Final
202308,QWO,West Yorkshire ICB,All,Urgent Treatment,14414,Final
202308,QWO,West Yorkshire ICB,Child,Band 1,41642,Final
202308,QWO,West Yorkshire ICB,Child,Band 2,59,Final
202308,QWO,West Yorkshire ICB,Child,Band 2a,8666,Final
202308,QWO,West Yorkshire ICB,Child,Band 2b,3525,Final
202308,QWO,West Yorkshire ICB,Child,Band 2c,47,Final
202308,QWO,West Yorkshire ICB,Child,Band 3,196,Final
202308,QWO,West Yorkshire ICB,Child,Other,5,Final
202308,QWO,West Yorkshire ICB,Child,Urgent Treatment,2242,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 1,23008,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 2,18,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 2a,7547,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 2b,1851,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 2c,105,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Band 3,2073,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Other,178,Final
202308,QWU,Coventry and Warwickshire ICB,Adult,Urgent Treatment,3952,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 1,38169,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 2,33,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 2a,10305,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 2b,2673,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 2c,122,Final
202308,QWU,Coventry and Warwickshire ICB,All,Band 3,2144,Final
202308,QWU,Coventry and Warwickshire ICB,All,Other,178,Final
202308,QWU,Coventry and Warwickshire ICB,All,Urgent Treatment,4464,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 1,15161,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 2,15,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 2a,2758,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 2b,822,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 2c,17,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Band 3,71,Final
202308,QWU,Coventry and Warwickshire ICB,Child,Urgent Treatment,512,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 1,19284,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 2,10,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 2a,5087,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 2b,1298,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 2c,96,Final
202308,QXU,Surrey Heartlands ICB,Adult,Band 3,1296,Final
202308,QXU,Surrey Heartlands ICB,Adult,Other,61,Final
202308,QXU,Surrey Heartlands ICB,Adult,Urgent Treatment,3327,Final
202308,QXU,Surrey Heartlands ICB,All,Band 1,36436,Final
202308,QXU,Surrey Heartlands ICB,All,Band 2,15,Final
202308,QXU,Surrey Heartlands ICB,All,Band 2a,7968,Final
202308,QXU,Surrey Heartlands ICB,All,Band 2b,2164,Final
202308,QXU,Surrey Heartlands ICB,All,Band 2c,104,Final
202308,QXU,Surrey Heartlands ICB,All,Band 3,1430,Final
202308,QXU,Surrey Heartlands ICB,All,Other,62,Final
202308,QXU,Surrey Heartlands ICB,All,Urgent Treatment,3962,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 1,17152,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 2,5,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 2a,2881,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 2b,866,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 2c,8,Final
202308,QXU,Surrey Heartlands ICB,Child,Band 3,134,Final
202308,QXU,Surrey Heartlands ICB,Child,Other,1,Final
202308,QXU,Surrey Heartlands ICB,Child,Urgent Treatment,635,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 1,49491,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 2,88,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 2a,22211,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 2b,5234,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 2c,328,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Band 3,5334,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Other,773,Final
202308,QYG,Cheshire and Merseyside ICB,Adult,Urgent Treatment,14823,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 1,87062,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 2,128,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 2a,28830,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 2b,7939,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 2c,375,Final
202308,QYG,Cheshire and Merseyside ICB,All,Band 3,5551,Final
202308,QYG,Cheshire and Merseyside ICB,All,Other,784,Final
202308,QYG,Cheshire and Merseyside ICB,All,Urgent Treatment,17095,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 1,37571,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 2,40,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 2a,6619,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 2b,2705,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 2c,47,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Band 3,217,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Other,11,Final
202308,QYG,Cheshire and Merseyside ICB,Child,Urgent Treatment,2272,Final
202308,Y56,London,Adult,Band 1,109315,Final
202308,Y56,London,Adult,Band 2,145,Final
202308,Y56,London,Adult,Band 2a,53727,Final
202308,Y56,London,Adult,Band 2b,18027,Final
202308,Y56,London,Adult,Band 2c,2024,Final
202308,Y56,London,Adult,Band 3,22769,Final
202308,Y56,London,Adult,Other,1903,Final
202308,Y56,London,Adult,Urgent Treatment,46609,Final
202308,Y56,London,All,Band 1,209471,Final
202308,Y56,London,All,Band 2,293,Final
202308,Y56,London,All,Band 2a,83719,Final
202308,Y56,London,All,Band 2b,31992,Final
202308,Y56,London,All,Band 2c,2215,Final
202308,Y56,London,All,Band 3,24279,Final
202308,Y56,London,All,Other,1955,Final
202308,Y56,London,All,Urgent Treatment,53962,Final
202308,Y56,London,Child,Band 1,100156,Final
202308,Y56,London,Child,Band 2,148,Final
202308,Y56,London,Child,Band 2a,29992,Final
202308,Y56,London,Child,Band 2b,13965,Final
202308,Y56,London,Child,Band 2c,191,Final
202308,Y56,London,Child,Band 3,1510,Final
202308,Y56,London,Child,Other,52,Final
202308,Y56,London,Child,Urgent Treatment,7353,Final
202308,Y58,South West,Adult,Band 1,82968,Final
202308,Y58,South West,Adult,Band 2,220,Final
202308,Y58,South West,Adult,Band 2a,29764,Final
202308,Y58,South West,Adult,Band 2b,7623,Final
202308,Y58,South West,Adult,Band 2c,642,Final
202308,Y58,South West,Adult,Band 3,6629,Final
202308,Y58,South West,Adult,Other,741,Final
202308,Y58,South West,Adult,Urgent Treatment,20644,Final
202308,Y58,South West,All,Band 1,153012,Final
202308,Y58,South West,All,Band 2,312,Final
202308,Y58,South West,All,Band 2a,41169,Final
202308,Y58,South West,All,Band 2b,11002,Final
202308,Y58,South West,All,Band 2c,713,Final
202308,Y58,South West,All,Band 3,7048,Final
202308,Y58,South West,All,Other,761,Final
202308,Y58,South West,All,Urgent Treatment,23691,Final
202308,Y58,South West,Child,Band 1,70044,Final
202308,Y58,South West,Child,Band 2,92,Final
202308,Y58,South West,Child,Band 2a,11405,Final
202308,Y58,South West,Child,Band 2b,3379,Final
202308,Y58,South West,Child,Band 2c,71,Final
202308,Y58,South West,Child,Band 3,419,Final
202308,Y58,South West,Child,Other,20,Final
202308,Y58,South West,Child,Urgent Treatment,3047,Final
202308,Y59,South East,Adult,Band 1,155635,Final
202308,Y59,South East,Adult,Band 2,228,Final
202308,Y59,South East,Adult,Band 2a,49748,Final
202308,Y59,South East,Adult,Band 2b,14708,Final
202308,Y59,South East,Adult,Band 2c,892,Final
202308,Y59,South East,Adult,Band 3,13569,Final
202308,Y59,South East,Adult,Other,699,Final
202308,Y59,South East,Adult,Urgent Treatment,34975,Final
202308,Y59,South East,All,Band 1,288606,Final
202308,Y59,South East,All,Band 2,329,Final
202308,Y59,South East,All,Band 2a,74953,Final
202308,Y59,South East,All,Band 2b,23335,Final
202308,Y59,South East,All,Band 2c,1001,Final
202308,Y59,South East,All,Band 3,14645,Final
202308,Y59,South East,All,Other,724,Final
202308,Y59,South East,All,Urgent Treatment,41476,Final
202308,Y59,South East,Child,Band 1,132971,Final
202308,Y59,South East,Child,Band 2,101,Final
202308,Y59,South East,Child,Band 2a,25205,Final
202308,Y59,South East,Child,Band 2b,8627,Final
202308,Y59,South East,Child,Band 2c,109,Final
202308,Y59,South East,Child,Band 3,1076,Final
202308,Y59,South East,Child,Other,25,Final
202308,Y59,South East,Child,Urgent Treatment,6501,Final
202308,Y60,Midlands,Adult,Band 1,214631,Final
202308,Y60,Midlands,Adult,Band 2,372,Final
202308,Y60,Midlands,Adult,Band 2a,78947,Final
202308,Y60,Midlands,Adult,Band 2b,21392,Final
202308,Y60,Midlands,Adult,Band 2c,1138,Final
202308,Y60,Midlands,Adult,Band 3,20098,Final
202308,Y60,Midlands,Adult,Other,1791,Final
202308,Y60,Midlands,Adult,Urgent Treatment,44075,Final
202308,Y60,Midlands,All,Band 1,380256,Final
202308,Y60,Midlands,All,Band 2,494,Final
202308,Y60,Midlands,All,Band 2a,111260,Final
202308,Y60,Midlands,All,Band 2b,33001,Final
202308,Y60,Midlands,All,Band 2c,1308,Final
202308,Y60,Midlands,All,Band 3,21121,Final
202308,Y60,Midlands,All,Other,1832,Final
202308,Y60,Midlands,All,Urgent Treatment,51451,Final
202308,Y60,Midlands,Child,Band 1,165625,Final
202308,Y60,Midlands,Child,Band 2,122,Final
202308,Y60,Midlands,Child,Band 2a,32313,Final
202308,Y60,Midlands,Child,Band 2b,11609,Final
202308,Y60,Midlands,Child,Band 2c,170,Final
202308,Y60,Midlands,Child,Band 3,1023,Final
202308,Y60,Midlands,Child,Other,41,Final
202308,Y60,Midlands,Child,Urgent Treatment,7376,Final
202308,Y61,East of England,Adult,Band 1,121903,Final
202308,Y61,East of England,Adult,Band 2,188,Final
202308,Y61,East of England,Adult,Band 2a,37011,Final
202308,Y61,East of England,Adult,Band 2b,10671,Final
202308,Y61,East of England,Adult,Band 2c,818,Final
202308,Y61,East of England,Adult,Band 3,10249,Final
202308,Y61,East of England,Adult,Other,720,Final
202308,Y61,East of England,Adult,Urgent Treatment,24932,Final
202308,Y61,East of England,All,Band 1,222140,Final
202308,Y61,East of England,All,Band 2,239,Final
202308,Y61,East of England,All,Band 2a,56263,Final
202308,Y61,East of England,All,Band 2b,17379,Final
202308,Y61,East of England,All,Band 2c,923,Final
202308,Y61,East of England,All,Band 3,11072,Final
202308,Y61,East of England,All,Other,738,Final
202308,Y61,East of England,All,Urgent Treatment,29112,Final
202308,Y61,East of England,Child,Band 1,100237,Final
202308,Y61,East of England,Child,Band 2,51,Final
202308,Y61,East of England,Child,Band 2a,19252,Final
202308,Y61,East of England,Child,Band 2b,6708,Final
202308,Y61,East of England,Child,Band 2c,105,Final
202308,Y61,East of England,Child,Band 3,823,Final
202308,Y61,East of England,Child,Other,18,Final
202308,Y61,East of England,Child,Urgent Treatment,4180,Final
202308,Y62,North West,Adult,Band 1,142139,Final
202308,Y62,North West,Adult,Band 2,242,Final
202308,Y62,North West,Adult,Band 2a,60786,Final
202308,Y62,North West,Adult,Band 2b,15281,Final
202308,Y62,North West,Adult,Band 2c,959,Final
202308,Y62,North West,Adult,Band 3,14826,Final
202308,Y62,North West,Adult,Other,1796,Final
202308,Y62,North West,Adult,Urgent Treatment,44410,Final
202308,Y62,North West,All,Band 1,259735,Final
202308,Y62,North West,All,Band 2,353,Final
202308,Y62,North West,All,Band 2a,83600,Final
202308,Y62,North West,All,Band 2b,24892,Final
202308,Y62,North West,All,Band 2c,1105,Final
202308,Y62,North West,All,Band 3,15508,Final
202308,Y62,North West,All,Other,1824,Final
202308,Y62,North West,All,Urgent Treatment,51809,Final
202308,Y62,North West,Child,Band 1,117596,Final
202308,Y62,North West,Child,Band 2,111,Final
202308,Y62,North West,Child,Band 2a,22814,Final
202308,Y62,North West,Child,Band 2b,9611,Final
202308,Y62,North West,Child,Band 2c,146,Final
202308,Y62,North West,Child,Band 3,682,Final
202308,Y62,North West,Child,Other,28,Final
202308,Y62,North West,Child,Urgent Treatment,7399,Final
202308,Y63,North East and Yorkshire,Adult,Band 1,171781,Final
202308,Y63,North East and Yorkshire,Adult,Band 2,406,Final
202308,Y63,North East and Yorkshire,Adult,Band 2a,72426,Final
202308,Y63,North East and Yorkshire,Adult,Band 2b,18455,Final
202308,Y63,North East and Yorkshire,Adult,Band 2c,1240,Final
202308,Y63,North East and Yorkshire,Adult,Band 3,15074,Final
202308,Y63,North East and Yorkshire,Adult,Other,2389,Final
202308,Y63,North East and Yorkshire,Adult,Urgent Treatment,46783,Final
202308,Y63,North East and Yorkshire,All,Band 1,299503,Final
202308,Y63,North East and Yorkshire,All,Band 2,576,Final
202308,Y63,North East and Yorkshire,All,Band 2a,96293,Final
202308,Y63,North East and Yorkshire,All,Band 2b,27883,Final
202308,Y63,North East and Yorkshire,All,Band 2c,1369,Final
202308,Y63,North East and Yorkshire,All,Band 3,15753,Final
202308,Y63,North East and Yorkshire,All,Other,2431,Final
202308,Y63,North East and Yorkshire,All,Urgent Treatment,53998,Final
202308,Y63,North East and Yorkshire,Child,Band 1,127722,Final
202308,Y63,North East and Yorkshire,Child,Band 2,170,Final
202308,Y63,North East and Yorkshire,Child,Band 2a,23867,Final
202308,Y63,North East and Yorkshire,Child,Band 2b,9428,Final
202308,Y63,North East and Yorkshire,Child,Band 2c,129,Final
202308,Y63,North East and Yorkshire,Child,Band 3,679,Final
202308,Y63,North East and Yorkshire,Child,Other,42,Final
202308,Y63,North East and Yorkshire,Child,Urgent Treatment,7215,Final
202309,QE1,Lancashire and South Cumbria ICB,Adult,Band 1,31149,Final
202309,QE1,Lancashire and South Cumbria ICB,Adult,Band 2,64,Final
202309,QE1,Lancashire and South Cumbria ICB,Adult,Band 2a,13429,Final
202309,QE1,Lancashire and South Cumbria ICB,Adult,Band 2b,3704,Final
202309,QE1,Lancashire and South Cumbria ICB,Adult,Band 2c,254,Final
